STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,QGAG,Measurement Flag,Quality Flag,Units,QPCP,Measurement Flag,Quality Flag,Units
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881109 20:00,-9999, , , ,0.04, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881109 20:15,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881109 20:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881109 20:45,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881109 21:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881109 21:15,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881109 21:30,-9999, , , ,0.06, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881109 21:45,-9999, , , ,0.06, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881109 22:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881109 23:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881110 01:15,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881110 02:15,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881110 02:30,-9999, , , ,0.03, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881110 02:45,-9999, , , ,0.08, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881110 03:00,-9999, , , ,0.08, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881110 03:15,-9999, , , ,0.08, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881110 03:30,-9999, , , ,0.07, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881110 03:45,-9999, , , ,0.04, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881110 04:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881110 04:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881110 05:15,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881110 05:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881110 06:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881110 17:15,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881110 17:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881112 18:15,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881112 19:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881112 19:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881112 20:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881112 20:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881112 21:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881112 22:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881112 23:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881112 23:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881113 00:15,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881113 00:45,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881113 01:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881113 01:15,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881113 01:30,-9999, , , ,0.03, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881113 02:15,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881113 02:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881113 02:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881113 03:00,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881113 03:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881115 18:00,-9999, , , ,999.99,a, ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881116 12:00,-9999, , , ,0.15,A, ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881119 14:15,-9999, , , ,0.03, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881119 14:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881119 15:15,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881119 15:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 07:30,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 07:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 08:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 08:15,-9999, , , ,0.04, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 08:30,-9999, , , ,0.04, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 09:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 09:15,-9999, , , ,0.03, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 09:30,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 09:45,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 10:00,-9999, , , ,0.03, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 10:15,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 10:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 10:45,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 11:00,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 11:15,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 11:30,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 11:45,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 12:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 12:30,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 13:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 13:15,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 13:30,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 13:45,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 14:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 14:15,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 14:30,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 14:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 15:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 15:15,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 15:30,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 15:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 16:00,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 16:15,-9999, , , ,0.03, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 16:30,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 16:45,-9999, , , ,0.03, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 17:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 17:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 18:00,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881120 19:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881120 21:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881126 15:00,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881126 15:15,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881126 15:30,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881126 16:15,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881126 19:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881126 20:00,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881126 20:15,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881126 20:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881126 20:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881126 21:00,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881126 21:30,-9999, , , ,0.02, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881126 22:00,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881126 23:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881127 01:15,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881127 01:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881127 02:30,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881127 02:45,-9999, , , ,0.01, , ,HI
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19881201 00:15,-9999, , , ,999.99,[, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881202 10:00,-9999, , , ,999.99,], ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19881202 11:00,-9999, , , ,999.99,{, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890101 00:15,-9999, , , ,0.00,g, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890102 17:00,-9999, , , ,999.99,a, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890201 00:15,-9999, , , ,0.00,g, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890204 08:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890205 14:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890213 09:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890213 13:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890220 14:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890221 03:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890221 05:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890301 00:15,-9999, , , ,0.00,g, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890304 04:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890304 15:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890314 22:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890317 22:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890317 22:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890317 23:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890317 23:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890318 00:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890318 01:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890318 02:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890318 03:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890327 09:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890328 18:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890328 20:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890328 21:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890328 21:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890328 21:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890328 22:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890401 00:15,-9999, , , ,0.00,g, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890402 17:00,-9999, , , ,999.99,a, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890403 02:00,-9999, , , ,999.99,a, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890403 08:00,-9999, , , ,0.40,A, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890403 20:00,-9999, , , ,999.99,a, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890404 04:00,-9999, , , ,999.99,a, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890404 06:00,-9999, , , ,0.10,A, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890404 18:00,-9999, , , ,999.99,a, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890404 22:00,-9999, , , ,0.10,A, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890408 10:00,-9999, , , ,999.99,a, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890408 22:00,-9999, , , ,0.20,A, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890412 13:00,-9999, , , ,999.99,a, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890412 17:00,-9999, , , ,0.10,A, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890415 01:00,-9999, , , ,999.99,a, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890415 02:00,-9999, , , ,0.10,A, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890417 08:00,-9999, , , ,999.99,a, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890417 21:00,-9999, , , ,0.70,A, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890421 02:00,-9999, , , ,999.99,a, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890421 08:00,-9999, , , ,0.10,A, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890425 08:00,-9999, , , ,999.99,a, ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890425 11:00,-9999, , , ,0.20,A, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890501 00:15,-9999, , , ,999.99,[, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890504 13:15,-9999, , , ,999.99,], ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890512 18:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890512 20:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890512 22:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890519 10:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890520 02:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890520 04:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890520 04:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890525 04:00,-9999, , , ,0.20, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890525 04:15,-9999, , , ,0.40, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890525 04:30,-9999, , , ,0.40, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890525 05:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890525 05:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890525 06:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890525 06:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890525 23:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890526 00:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890530 19:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890530 19:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890530 20:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890530 21:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890530 22:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890530 23:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 00:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 01:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 01:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 02:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 03:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 03:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 04:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 04:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 04:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 05:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 05:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 09:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 19:15,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 19:30,-9999, , , ,0.30, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 19:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890531 20:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890531 20:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890601 00:15,-9999, , , ,0.00,g, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890601 07:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890603 13:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890603 13:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890603 15:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890612 12:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890612 14:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890613 04:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890619 15:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890619 15:15,-9999, , , ,0.30, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890619 15:30,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890619 16:00,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890619 17:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890621 11:45,-9999, , , ,0.50, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,19890621 12:45,-9999, , , ,0.10, , ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890701 00:15,-9999, , , ,0.00,g, ,HT
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.25,-83.61667,19890712 14:30,-9999, , , ,0.10,E, ,HT
